The newspaper was fed to the boy in a box by Emma .	feed ( theme = * newspaper , recipient = * boy ( nmod . in = box ) , agent = Emma )	iobj_PP_after_nsubjpassive
The girl gave a dog in a house a rose .	give ( agent = * girl , recipient = dog ( nmod . in = house ) , theme = rose )	iobj_PP_before_dobj
A cake was sold to a frog beside the table .	sell ( theme = cake , recipient = frog ( nmod . beside = * table ) )	iobj_PP_after_nsubjpassive
Emma awarded a donut to a princess in a house .	award ( agent = Emma , theme = donut , recipient = princess ( nmod . in = house ) )	iobj_PP_after_dobj
The cake was rented to a boy in a tomb by the scientist .	rent ( theme = * cake , recipient = boy ( nmod . in = tomb ) , agent = * scientist )	iobj_PP_after_nsubjpassive
Liam gave a sandwich to the child in the house .	give ( agent = Liam , theme = sandwich , recipient = * child ( nmod . in = * house ) )	iobj_PP_after_dobj
The lawyer rented a cake on the sheet to the girl beside a duck .	rent ( agent = * lawyer , theme = cake ( nmod . on = * sheet ) , recipient = * girl ( nmod . beside = duck ) )	iobj_PP_after_dobj_PP
A girl tolerated that a cake was given to a dog on the carpet by a cat .	tolerate ( agent = girl , ccomp = give ( theme = cake , recipient = dog ( nmod . on = * carpet ) , agent = cat ) )	iobj_PP_after_nsubjpassive
A jigsaw was given to a girl beside the stage .	give ( theme = jigsaw , recipient = girl ( nmod . beside = * stage ) )	iobj_PP_after_nsubjpassive
A bunny lent the girl beside the philosopher in a car a shoe in the backpack .	lend ( agent = bunny , recipient = * girl ( nmod . beside = * philosopher ( nmod . in = car ) ) , theme = shoe ( nmod . in = * backpack ) )	iobj_PP_PP_before_dobj_PP
A boy fed a monster on a cloth a pizza in the trap beside a computer .	feed ( agent = boy , recipient = monster ( nmod . on = cloth ) , theme = pizza ( nmod . in = * trap ( nmod . beside = computer ) ) )	iobj_PP_PP_before_dobj_PP
William promised a girl in the kennel the cake beside the chair on the seat .	promise ( agent = William , recipient = girl ( nmod . in = * kennel ) , theme = * cake ( nmod . beside = * chair ( nmod . on = * seat ) ) )	iobj_PP_PP_before_dobj_PP
A pickle was sold to the girl beside a stage by Olivia .	sell ( theme = pickle , recipient = * girl ( nmod . beside = stage ) , agent = Olivia )	iobj_PP_after_nsubjpassive
The cake was wired to the girl on the stage .	wire ( theme = * cake , recipient = * girl ( nmod . on = * stage ) )	iobj_PP_after_nsubjpassive
A donut was handed to the girl in the house by Noah .	hand ( theme = donut , recipient = * girl ( nmod . in = * house ) , agent = Noah )	iobj_PP_after_nsubjpassive
The present was slipped to a girl on the road .	slip ( theme = * present , recipient = girl ( nmod . on = * road ) )	iobj_PP_after_nsubjpassive
The balloon was given to a girl in the room .	give ( theme = * balloon , recipient = girl ( nmod . in = * room ) )	iobj_PP_after_nsubjpassive
The balloon was brought to the cat in a cupboard by James .	bring ( theme = * balloon , recipient = * cat ( nmod . in = cupboard ) , agent = James )	iobj_PP_after_nsubjpassive
The farmer brought a cake to the girl beside a car .	bring ( agent = * farmer , theme = cake , recipient = * girl ( nmod . beside = car ) )	iobj_PP_after_dobj
